"year","sex","age","region","happiness","educ","race","work","marital","age_ranges","year_ranges"
1994,"M",30,"East North Central","Pretty happy","2 years of college","Black","Working full time","Married","30 to 31","1992 to 1993"
1994,"F",20,"East North Central","Not too happy","10th grade","white","Working part time","Never married","20 to 21","1992 to 1993"
1994,"F",20,"East North Central","Not too happy","12th grade","white","Working full time","Never married","20 to 21","1992 to 1993"
1994,"F",26,"East North Central","Pretty happy","12th grade","Black","Working full time","Never married","26 to 27","1992 to 1993"
1994,"F",32,"East North Central","Very happy","4th grade","Other","Keeping house","Divorced","32 to 33","1992 to 1993"
1994,"F",78,"East North Central","Pretty happy","8th grade","Black","Retired","Divorced","78 to 79","1992 to 1993"
1994,"M",37,"East North Central","Very happy","5 years of college","white","Working full time","Married","36 to 37","1992 to 1993"
1994,"M",49,"East North Central","Not too happy","8 or more years of college","white","Working full time","Married","48 to 49","1992 to 1993"
1994,"M",50,"East North Central","Pretty happy","4 years of college","white","In school","Married","50 to 51","1992 to 1993"
1994,"F",71,"East North Central","Very happy","6 years of college","white","Retired","Married","70 to 71","1992 to 1993"
1994,"F",35,"East North Central","Pretty happy","12th grade","white","Unemployed, laid off, looking for work","Divorced","34 to 35","1992 to 1993"
1994,"M",34,"East North Central","Very happy","6 years of college","white","Working full time","Never married","34 to 35","1992 to 1993"
1994,"M",54,"East North Central","Not too happy","12th grade","white","Working full time","Married","54 to 55","1992 to 1993"
1994,"F",46,"East North Central","Pretty happy","6 years of college","white","Working full time","Never married","46 to 47","1992 to 1993"
1994,"F",28,"East North Central","Pretty happy","11th grade","white","Keeping house","Widowed","28 to 29","1992 to 1993"
1994,"M",40,"East North Central","Pretty happy","2 years of college","white","Working full time","Divorced","40 to 41","1992 to 1993"
1994,"M",56,"East North Central","Pretty happy","12th grade","Black","Working full time","Widowed","56 to 57","1992 to 1993"
1994,"M",21,"East North Central","Very happy","1 year of college","white","In school","Never married","20 to 21","1992 to 1993"
1994,"F",21,"East North Central","Very happy","2 years of college","white","In school","Never married","20 to 21","1992 to 1993"
1994,"M",31,"East North Central","Pretty happy","4 years of college","white","Working full time","Married","30 to 31","1992 to 1993"
1994,"F",22,"East North Central","Pretty happy","1 year of college","white","Working part time","Never married","22 to 23","1992 to 1993"
1994,"F",26,"East North Central","Pretty happy","4 years of college","white","Working full time","Never married","26 to 27","1992 to 1993"
1994,"F",28,"East North Central","Very happy","12th grade","white","Working full time","Married","28 to 29","1992 to 1993"
1994,"F",42,"East North Central","Pretty happy","12th grade","white","Keeping house","Married","42 to 43","1992 to 1993"
1994,"F",50,"East North Central","Pretty happy","3 years of collage","white","Working full time","Divorced","50 to 51","1992 to 1993"
1994,"F",20,"East North Central","Pretty happy","12th grade","white","Working full time","Never married","20 to 21","1992 to 1993"
1994,"F",29,"East North Central","Very happy","4 years of college","white","Working full time","Divorced","28 to 29","1992 to 1993"
1994,"M",44,"East North Central","Not too happy","12th grade","white","Working full time","Sepreated","44 to 45","1992 to 1993"
1994,"F",59,"East North Central","Pretty happy","8th grade","white","Working full time","Married","58 to 59","1992 to 1993"
1994,"M",38,"East North Central","Pretty happy","6 years of college","white","Working full time","Married","38 to 39","1992 to 1993"
1994,"F",39,"East North Central","Pretty happy","4 years of college","white","Working full time","Married","38 to 39","1992 to 1993"
1994,"F",65,"East North Central","Pretty happy","4 years of college","white","Retired","Widowed","64 to 65","1992 to 1993"
1994,"M",50,"East North Central","Pretty happy","6 years of college","white","Working full time","Married","50 to 51","1992 to 1993"
1994,"F",66,"East North Central","Pretty happy","12th grade","Black","Working part time","Married","66 to 67","1992 to 1993"
1994,"F",26,"East North Central","Not too happy","12th grade","Black","Working part time","Married","26 to 27","1992 to 1993"
1994,"M",85,"East North Central","Very happy","8th grade","Black","Retired","Married","84 to 85","1992 to 1993"
1994,"M",30,"East North Central","Not too happy","11th grade","Black","Unemployed, laid off, looking for work","Never married","30 to 31","1992 to 1993"
1994,"M",63,"East North Central","Pretty happy","7th grade","Black","Retired","Married","62 to 63","1992 to 1993"
1994,"M",31,"East North Central","Very happy","4 years of college","Black","Working full time","Never married","30 to 31","1992 to 1993"
1994,"M",84,"East North Central","Not too happy","7th grade","Black","Retired","Divorced","84 to 85","1992 to 1993"
1994,"M",58,"East North Central","Pretty happy","4 years of college","white","Working full time","Divorced","58 to 59","1992 to 1993"
1994,"F",28,"East North Central","Pretty happy","4 years of college","Black","Working full time","Married","28 to 29","1992 to 1993"
1994,"M",22,"East North Central","Pretty happy","3 years of collage","Black","In school","Never married","22 to 23","1992 to 1993"
1994,"M",27,"East North Central","Pretty happy","12th grade","Other","Working full time","Never married","26 to 27","1992 to 1993"
1994,"F",20,"East North Central","Pretty happy","1 year of college","white","Working full time","Never married","20 to 21","1992 to 1993"
1994,"F",68,"East North Central","Pretty happy","12th grade","white","Keeping house","Widowed","68 to 69","1992 to 1993"
1994,"F",26,"East North Central","Pretty happy","2 years of college","Black","Working full time","Never married","26 to 27","1992 to 1993"
1994,"M",23,"East North Central","Pretty happy","4 years of college","white","Working full time","Never married","22 to 23","1992 to 1993"
1994,"F",26,"East North Central","Pretty happy","4 years of college","white","Keeping house","Married","26 to 27","1992 to 1993"
1994,"F",24,"East North Central","Pretty happy","5 years of college","white","In school","Never married","24 to 25","1992 to 1993"
1994,"F",50,"East North Central","Pretty happy","12th grade","white","Working full time","Divorced","50 to 51","1992 to 1993"
1994,"F",23,"East North Central","Not too happy","4 years of college","white","Working full time","Never married","22 to 23","1992 to 1993"
1994,"F",55,"East North Central","Pretty happy","5 years of college","white","Working full time","Widowed","54 to 55","1992 to 1993"
1994,"M",28,"East North Central","Not too happy","2 years of college","Black","Working full time","Never married","28 to 29","1992 to 1993"
1994,"F",27,"East North Central","Pretty happy","11th grade","white","Working full time","Never married","26 to 27","1992 to 1993"
1994,"M",24,"East North Central","Pretty happy","4 years of college","Black","Working full time","Never married","24 to 25","1992 to 1993"
1994,"M",59,"East North Central","Pretty happy","2 years of college","Black","Working full time","Divorced","58 to 59","1992 to 1993"
1994,"M",30,"East North Central","Pretty happy","5 years of college","white","Working full time","Never married","30 to 31","1992 to 1993"
1994,"M",52,"East North Central","Pretty happy","2 years of college","white","Working full time","Married","52 to 53","1992 to 1993"
1994,"F",74,"East North Central","Pretty happy","3 years of collage","white","Keeping house","Married","74 to 75","1992 to 1993"
1994,"F",47,"East North Central","Very happy","1 year of college","white","Working full time","Married","46 to 47","1992 to 1993"
1994,"M",59,"East North Central","Very happy","3rd grade","white","Working full time","Married","58 to 59","1992 to 1993"
1994,"M",50,"East North Central","Pretty happy","2 years of college","white","Working full time","Married","50 to 51","1992 to 1993"
1994,"F",77,"East North Central","Pretty happy","5th grade","white","Retired","Married","76 to 77","1992 to 1993"
1994,"M",30,"East North Central","Very happy","11th grade","white","Working full time","Never married","30 to 31","1992 to 1993"
1994,"M",23,"East North Central","Pretty happy","11th grade","white","Working full time","Married","22 to 23","1992 to 1993"
1994,"F",50,"East North Central","Very happy","11th grade","white","Working full time","Married","50 to 51","1992 to 1993"
1994,"F",41,"East North Central","Pretty happy","9th grade","white","Working part time","Married","40 to 41","1992 to 1993"
1994,"F",33,"East North Central","Pretty happy","2 years of college","Black","Working full time","Never married","32 to 33","1992 to 1993"
1994,"M",34,"East North Central","Pretty happy","8th grade","white","Working full time","Never married","34 to 35","1992 to 1993"
1994,"M",21,"East North Central","Not too happy","12th grade","Other","Working part time","Never married","20 to 21","1992 to 1993"
1994,"M",59,"East North Central","Pretty happy","12th grade","Black","Working part time","Married","58 to 59","1992 to 1993"
1994,"F",84,"East North Central","Very happy","12th grade","white","Retired","Widowed","84 to 85","1992 to 1993"
1994,"F",43,"East North Central","Pretty happy","1 year of college","white","Working full time","Married","42 to 43","1992 to 1993"
1994,"M",32,"East North Central","Pretty happy","2 years of college","white","Working full time","Divorced","32 to 33","1992 to 1993"
1994,"F",23,"East North Central","Pretty happy","6th grade","white","Keeping house","Never married","22 to 23","1992 to 1993"
1994,"F",70,"East North Central","Very happy","12th grade","white","Retired","Widowed","70 to 71","1992 to 1993"
1994,"F",46,"East North Central","Pretty happy","1 year of college","white","Working full time","Married","46 to 47","1992 to 1993"
1994,"F",25,"East North Central","Pretty happy","11th grade","white","Keeping house","Sepreated","24 to 25","1992 to 1993"
1994,"F",57,"West North Central","Very happy","12th grade","white","Working full time","Divorced","56 to 57","1992 to 1993"
1994,"F",59,"West North Central","Pretty happy","12th grade","white","Working part time","Married","58 to 59","1992 to 1993"
1994,"F",43,"West North Central","Pretty happy","12th grade","white","Working full time","Divorced","42 to 43","1992 to 1993"
1994,"F",41,"West North Central","Pretty happy","7 years of college","white","Working part time","Married","40 to 41","1992 to 1993"
1994,"M",60,"West North Central","Very happy","12th grade","white","Working full time","Married","60 to 61","1992 to 1993"
1994,"M",21,"West North Central","Pretty happy","1 year of college","white","Working part time","Never married","20 to 21","1992 to 1993"
